ibjjf_name,ibjjf_profile_url,academy,gender,ranking_category,ruleset,points,same_academy_people_ids,same_academy_people_names,academy_known_people_count,signal_type,confidence,publication_policy,evidence
Leandro de Paula Guimaraes,https://ibjjf.com/athletes/leandro-guimaraes-25be8ba39382,GF Team,male,master1,gi,3,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Igor Pio Freitas,https://ibjjf.com/athletes/igor-freitas,GF Team,male,master1,gi,3,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Rodrigo da Silva Muniz Santos,https://ibjjf.com/athletes/rodrigo-santos-a330565a7c2f,GF Team,male,master1,gi,3,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Marcelo Cristian Jose Bruzzo,https://ibjjf.com/athletes/marcelo-bruzzo,Fight Sports,male,master1,gi,3,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Cody Elmore Jones,https://ibjjf.com/athletes/cody-jones,Roberto Traven BJJ,male,master1,gi,3,7079,Carlos Farias,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Roberto Traven BJJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Guerin Wayne Lewis,https://ibjjf.com/athletes/guerin-lewis,Team Shawn Hammonds,male,master1,gi,3,9845,Chad Hardy,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Team Shawn Hammonds""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
James  Marshall Wallace,https://ibjjf.com/athletes/james-wallace,American Top Team,male,master1,gi,3,591; 1716; 975; 1713; 3479,Ricardo Liborio; Andre Almeida; Jonatas Gurgel; Fabiano Silva; Gezary Matuda,7,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""American Top Team""; o acervo possui 7 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Matheus dos Santos Castro,https://ibjjf.com/athletes/matheus-castro-33946f5fe80b,Lotus Club,male,master1,gi,3,14205,Alexandre Manara,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Lotus Club""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Breno Barboza Souza Silva,https://ibjjf.com/athletes/breno-silva-767132874acc,CheckMat,male,master1,gi,3,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Franklin Lima de Oliveira Junior,https://ibjjf.com/athletes/franklin-junior-5eacff4afa71,CheckMat,male,master1,gi,3,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Itamar Marcelo Dias Neves,https://ibjjf.com/athletes/itamar-neves,GF Team,male,master1,gi,3,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Paulo Ricardo Vieira Frederes,https://ibjjf.com/athletes/paulo-frederes,CheckMat,male,master1,gi,3,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Yan Carlson Alves Marques,https://ibjjf.com/athletes/yan-marques,GF Team,male,master1,gi,3,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Kevin Chung,https://ibjjf.com/athletes/kevin-chung,Big Brothers,male,master1,gi,3,6403,Leonardo Dalla,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Big Brothers""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Leonir Irineu de Castro,https://ibjjf.com/athletes/leonir-castro,PSLPB Cicero Costha,male,master1,gi,2,1155; 13076; 7704; 6151; 13062,Cicero Costha; Francisco Lo; Helton Jose Junior; Hiago George; Leonardo Mario,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""PSLPB Cicero Costha""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Luciano Mariano,https://ibjjf.com/athletes/luciano-mariano,Top Brother,male,master1,gi,2,2512; 1386,Cezar Guimarães; Davi Ramos,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Top Brother""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Luiz Felipe Vicente da Silva,https://ibjjf.com/athletes/luiz-silva-987fa5a8a834,GF Team,male,master1,gi,2,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Flávio Andrade dos Santos,https://ibjjf.com/athletes/flavio-santos-1dd17f09353d,De La Riva JJ,male,master1,gi,2,7928,Claudia Doval,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""De La Riva JJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Luan Goncalves Pinto Piquera Giacobino,https://ibjjf.com/athletes/luan-giacobino,CheckMat,male,master1,gi,2,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Felipe Rafael Pinheiro Maciel,https://ibjjf.com/athletes/felipe-maciel-663094e82cc1,Lotus Club,male,master1,gi,2,14205,Alexandre Manara,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Lotus Club""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Joseph Andrew Ciotti,https://ibjjf.com/athletes/jay-ciotti,Fight Sports,male,master1,gi,2,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Yuri farias Spineli Lopes,https://ibjjf.com/athletes/yuri,Guigo JJ,male,master1,gi,2,693; 11423; 9483; 11766; 1624,Luiz Guilherme; Meyram Maquine; Eduardo Lopes; Gabriel Costa; Leonardo Arruda,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Guigo JJ""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
João Jonas de Albuquerque Bisneto,https://ibjjf.com/athletes/joao-bisneto-3ac4ba2adf5b,GF Team,male,master1,gi,2,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Aslhan Vinícius da Silva Santana,https://ibjjf.com/athletes/aslhan-santana,CheckMat,male,master1,gi,2,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Iago da Cunha Magalhães,https://ibjjf.com/athletes/iago-magalhaes,CheckMat,male,master1,gi,2,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Kauê Júlio Rodrigues,https://ibjjf.com/athletes/kaue-rodrigues,The Match Champ,male,master1,gi,2,12201,Maria Eduarda Tozoni,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""The Match Champ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Alberto Souza Barros,https://ibjjf.com/athletes/alberto-barros,GF Team,male,master1,gi,2,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Caio Cesar Pinto dos Santos,https://ibjjf.com/athletes/caio-santos-4f360a8115eb,Gracie Humaita,male,master1,gi,2,515; 903; 1445; 613; 6339,Royler Gracie; Leticia Ribeiro; Rolker Gracie; Wellington Dias; Admilson Brites,34,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Gracie Humaita""; o acervo possui 34 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Daniel Cardoso Luz Telles,https://ibjjf.com/athletes/daniel-telles,GF Team,male,master1,gi,2,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Djalma Guilherme Bauer de Oliveira,https://ibjjf.com/athletes/djalma-oliveira,GF Team,male,master1,gi,2,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Brandon F Rios,https://ibjjf.com/athletes/brandon-rios,Sektor BJJ,male,master1,gi,2,12617,Sean Roberts,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Sektor BJJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Stephen Thomas Bonfardin,https://ibjjf.com/athletes/stephen-bonfardin,Fight Sports,male,master1,gi,2,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Dayron Vazquez,https://ibjjf.com/athletes/dayron-vazquez,Renzo Gracie Academy,male,master1,gi,2,10000; 5649; 7442; 9760; 5617,Doug Pelinkovic; Gary Tonon; Edward Cummings; Frank Rosenthal; Jamie Cruz,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Renzo Gracie Academy""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Renan do Nascimento Lima,https://ibjjf.com/athletes/renan-d59dfd067858,CheckMat,male,master1,gi,2,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Rafael Ribeiro da Silva,https://ibjjf.com/athletes/rafael-silva-30e800ee92f7,XCoach,male,master1,gi,2,13392,Gabriel Volante,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""XCoach""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
João Lucas B. Vera Cruz,https://ibjjf.com/athletes/joao-cruz-6bd900ad32e6,CheckMat,male,master1,gi,2,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Francisco Edivan Soares de Sousa,https://ibjjf.com/athletes/francisco-sousa-1814da43e9de,PSLPB Cicero Costha,male,master1,gi,2,1155; 13076; 7704; 6151; 13062,Cicero Costha; Francisco Lo; Helton Jose Junior; Hiago George; Leonardo Mario,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""PSLPB Cicero Costha""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
